,Name,Sex,Age,Team,Country,NOC,Games,Year,Season,City,Sport,Event,Medal
32600,GEOFFREY BURTON,M,22,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,ATHLETICS,ATHLETICS MEN'S 400 METRES HURDLES,NONE
32608,LESLIE AUBREY BURTON,M,25,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,ATHLETICS,ATHLETICS MEN'S 400 METRES HURDLES,NONE
53898,"JOHN BOON ""JACK"" DENSHAM",M,28,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,ATHLETICS,ATHLETICS MEN'S 400 METRES HURDLES,NONE
42867,WILLIAM COALES,M,22,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,ATHLETICS,ATHLETICS MEN'S 5 MILE,NONE
52214,"JOSEPH EDMUND ""JOE"" DEAKIN",M,29,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,ATHLETICS,ATHLETICS MEN'S 5 MILE,NONE
10147,FREDERICK MURRAY ASHFORD,M,21,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,ATHLETICS,ATHLETICS MEN'S 800 METRES,NONE
10451,ARTHUR ASTLEY,M,27,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,ATHLETICS,ATHLETICS MEN'S 800 METRES,NONE
32955,GEORGE BUTTERFIELD,M,25,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,ATHLETICS,ATHLETICS MEN'S 800 METRES,NONE
66041,IVO FRANK FAIRBAIRN-CRAWFORD,M,23,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,ATHLETICS,ATHLETICS MEN'S 800 METRES,NONE
15015,"EDWARD ""NED"" BARRETT",M,30,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,ATHLETICS,ATHLETICS MEN'S DISCUS THROW,NONE
43569,MICHAEL COLLINS,M,28,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,ATHLETICS,ATHLETICS MEN'S DISCUS THROW,NONE
15004,JAMES BARRETT,M,28,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,ATHLETICS,"ATHLETICS MEN'S DISCUS THROW, GREEK STYLE",NONE
18258,"ALFRED COURTHOPE BENSON ""AL"" BELLERBY",M,20,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,ATHLETICS,ATHLETICS MEN'S HIGH JUMP,NONE
15016,"EDWARD ""NED"" BARRETT",M,30,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,ATHLETICS,"ATHLETICS MEN'S JAVELIN THROW, FREESTYLE",NONE
2365,"TIMOTHY JOSEPH ""TIM"" AHEARNE",M,22,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,ATHLETICS,ATHLETICS MEN'S LONG JUMP,NONE
18259,"ALFRED COURTHOPE BENSON ""AL"" BELLERBY",M,20,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,ATHLETICS,ATHLETICS MEN'S LONG JUMP,NONE
23251,"WILFRED HARRY ""WILF"" BLEADEN",M,21,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,ATHLETICS,ATHLETICS MEN'S LONG JUMP,NONE
44860,LIONEL JOHN CORNISH,M,28,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,ATHLETICS,ATHLETICS MEN'S LONG JUMP,NONE
8621,"FREDERICK ""FRED"" APPLEBY",M,29,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,ATHLETICS,ATHLETICS MEN'S MARATHON,NONE
14742,"ERNEST ""ERNIE"" BARNES",M,24,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,ATHLETICS,ATHLETICS MEN'S MARATHON,NONE
15001,"HENRY FREDERICK ""HARRY"" BARRETT",M,28,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,ATHLETICS,ATHLETICS MEN'S MARATHON,NONE
16816,JAMES GEORGE BEALE,M,27,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,ATHLETICS,ATHLETICS MEN'S MARATHON,NONE
42350,"WILLIAM THOMAS ""BILLY"" CLARKE",M,34,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,ATHLETICS,ATHLETICS MEN'S MARATHON,NONE
59777,"ALEXANDER ""ALEX"" DUNCAN",M,24,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,ATHLETICS,ATHLETICS MEN'S MARATHON,NONE
15003,JAMES BARRETT,M,28,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,ATHLETICS,ATHLETICS MEN'S SHOT PUT,NONE
15014,"EDWARD ""NED"" BARRETT",M,30,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,ATHLETICS,ATHLETICS MEN'S SHOT PUT,NONE
2366,"TIMOTHY JOSEPH ""TIM"" AHEARNE",M,22,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,ATHLETICS,ATHLETICS MEN'S STANDING LONG JUMP,NONE
23252,"WILFRED HARRY ""WILF"" BLEADEN",M,21,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,ATHLETICS,ATHLETICS MEN'S STANDING LONG JUMP,NONE
44861,LIONEL JOHN CORNISH,M,28,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,ATHLETICS,ATHLETICS MEN'S STANDING LONG JUMP,NONE
2367,"TIMOTHY JOSEPH ""TIM"" AHEARNE",M,22,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,ATHLETICS,ATHLETICS MEN'S TRIPLE JUMP,GOLD
55905,MICHAEL DANIEL DINEEN,M,27,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,ATHLETICS,ATHLETICS MEN'S TRIPLE JUMP,NONE
59509,CYRIL PATRICK WILLIAM FRANCIS RADCLYFFE DUGMORE,M,25,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,ATHLETICS,ATHLETICS MEN'S TRIPLE JUMP,NONE
43919,"JOHN ""JOHNNY"" CONDON",M,19,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,BOXING,BOXING MEN'S BANTAMWEIGHT,SILVER
1463,EDWARD ADAMS,M,25,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,BOXING,BOXING MEN'S FEATHERWEIGHT,NONE
29018,HAROLD BREWER,M,25,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,BOXING,BOXING MEN'S HEAVYWEIGHT,NONE
65402,"SIDNEY CLIFTON HORACE ""SID"" EVANS",M,25,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,BOXING,BOXING MEN'S HEAVYWEIGHT,SILVER
67245,EDWARD A. FEARMAN,M,25,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,BOXING,BOXING MEN'S LIGHTWEIGHT,NONE
67368,PATRICK FEE,M,25,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,BOXING,BOXING MEN'S LIGHTWEIGHT,NONE
40332,WILLIAM H. CHILDS,M,25,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,BOXING,BOXING MEN'S MIDDLEWEIGHT,NONE
52494,WILLIAM J. DEES,M,25,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,BOXING,BOXING MEN'S MIDDLEWEIGHT,NONE
58037,JOHN WILLIAM HENRY TYLER DOUGLAS,M,25,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,BOXING,BOXING MEN'S MIDDLEWEIGHT,GOLD
12701,SYDNEY FREDERICK BAILEY,M,25,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,CYCLING,CYCLING MEN'S 100 KILOMETRES,NONE
15361,CHARLES HENRY BARTLETT,M,23,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,CYCLING,CYCLING MEN'S 100 KILOMETRES,GOLD
22384,"JOHN H. ""JACK"" BISHOP",M,25,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,CYCLING,CYCLING MEN'S 100 KILOMETRES,NONE
53891,CHARLES A. DENNY,M,25,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,CYCLING,CYCLING MEN'S 100 KILOMETRES,SILVER
26903,"HERBERT CLIFFORD ""BERT"" BOUFFLER",M,27,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,CYCLING,CYCLING MEN'S 20 KILOMETRES,NONE
29791,"CHARLES DAVID ""CHARLIE"" BROOKS",M,25,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,CYCLING,CYCLING MEN'S 20 KILOMETRES,NONE
53890,ARTHUR J. DENNY,M,25,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,CYCLING,CYCLING MEN'S 20 KILOMETRES,NONE
12640,"WILLIAM JAMES ""BILL"" BAILEY",M,20,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,CYCLING,"CYCLING MEN'S 5,000 METRES",NONE
34007,ALBERT EDWARD CALVERT,M,25,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,CYCLING,"CYCLING MEN'S 5,000 METRES",NONE
42226,C. V. CLARK,M,25,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,CYCLING,"CYCLING MEN'S 5,000 METRES",NONE
6805,GERALD C. ANDERSON,M,25,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,CYCLING,CYCLING MEN'S SPRINT,NONE
12638,"WILLIAM JAMES ""BILL"" BAILEY",M,20,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,CYCLING,CYCLING MEN'S SPRINT,NONE
46524,HERBERT CROWTHER,M,25,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,CYCLING,CYCLING MEN'S SPRINT,NONE
53889,ARTHUR J. DENNY,M,25,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,CYCLING,CYCLING MEN'S SPRINT,NONE
14721,JOHN LOUIS BARNARD,M,23,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,CYCLING,"CYCLING MEN'S TANDEM SPRINT, 2,000 METRES",NONE
29790,"CHARLES DAVID ""CHARLIE"" BROOKS",M,25,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,CYCLING,"CYCLING MEN'S TANDEM SPRINT, 2,000 METRES",BRONZE
4278,HORACE JAMES MURRALL ALDOUS,M,25,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,DIVING,DIVING MEN'S PLATFORM,NONE
34708,GEORGE F. CANE,M,25,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,DIVING,DIVING MEN'S PLATFORM,NONE
43585,THOMAS J. COLLINS,M,25,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,DIVING,DIVING MEN'S PLATFORM,NONE
17274,ANTHONY JAMES BECKETT,M,25,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,DIVING,DIVING MEN'S SPRINGBOARD,NONE
31863,WILLIAM J. BULL,M,25,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,DIVING,DIVING MEN'S SPRINGBOARD,NONE
42366,HAROLD CLARKE,M,25,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,DIVING,DIVING MEN'S SPRINGBOARD,NONE
45890,HARRY CRANK,M,25,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,DIVING,DIVING MEN'S SPRINGBOARD,NONE
46431,THOMAS A. CROSS,M,25,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,DIVING,DIVING MEN'S SPRINGBOARD,NONE
64594,FRANK RALPH ERRINGTON,M,25,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,DIVING,DIVING MEN'S SPRINGBOARD,NONE
12330,RICHARD A. BADMAN,M,25,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,FENCING,"FENCING MEN'S SABRE, INDIVIDUAL",NONE
29775,EDWARD WILLIAMS HAMILTON BROOKFIELD,M,27,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,FENCING,"FENCING MEN'S SABRE, INDIVIDUAL",NONE
38129,ANTHONY P. CHALKE,M,25,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,FENCING,"FENCING MEN'S SABRE, INDIVIDUAL",NONE
6279,EDGAR MONTAGUE AMPHLETT,M,40,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,FENCING,"FENCING MEN'S EPEE, INDIVIDUAL",NONE
22972,"JOHN PERCY ""JACK"" BLAKE",M,33,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,FENCING,"FENCING MEN'S EPEE, INDIVIDUAL",NONE
38144,RALPH CHALMERS,M,17,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,FENCING,"FENCING MEN'S EPEE, INDIVIDUAL",NONE
48914,CYRUS LEAF DANIELL,M,25,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,FENCING,"FENCING MEN'S EPEE, INDIVIDUAL",NONE
49659,HENRY D. DAVIDS,M,25,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,FENCING,"FENCING MEN'S EPEE, INDIVIDUAL",NONE
49997,PERCIVAL MAY DAVSON,M,30,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,FENCING,"FENCING MEN'S EPEE, INDIVIDUAL",NONE
69243,FREDERIC LUKE VAL FILDES,M,28,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,FENCING,"FENCING MEN'S EPEE, INDIVIDUAL",NONE
6280,EDGAR MONTAGUE AMPHLETT,M,40,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,FENCING,"FENCING MEN'S EPEE, TEAM",SILVER
48915,CYRUS LEAF DANIELL,M,25,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,FENCING,"FENCING MEN'S EPEE, TEAM",SILVER
47130,ARTHUR WARREN JACK CUMMING,M,18,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,FIGURE SKATING,FIGURE SKATING MEN'S SPECIAL FIGURES,SILVER
12660,HORACE PETER BAILEY,M,26,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,FOOTBALL,FOOTBALL MEN'S FOOTBALL,GOLD
20474,ARTHUR BERRY,M,20,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,FOOTBALL,FOOTBALL MEN'S FOOTBALL,GOLD
38572,FREDERICK WILLIAM CHAPMAN,M,24,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,FOOTBALL,FOOTBALL MEN'S FOOTBALL,GOLD
44667,WALTER SAMUEL CORBETT,M,27,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,FOOTBALL,FOOTBALL MEN'S FOOTBALL,GOLD
10331,EDMUND ASPINALL,M,25,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,GYMNASTICS,GYMNASTICS MEN'S INDIVIDUAL ALL-AROUND,NONE
12658,GEORGE BAILEY,M,25,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,GYMNASTICS,GYMNASTICS MEN'S INDIVIDUAL ALL-AROUND,NONE
16436,OTTO THOMAS BAUSCHER,M,27,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,GYMNASTICS,GYMNASTICS MEN'S INDIVIDUAL ALL-AROUND,NONE
44309,JOSEPH JOHN COOK,M,27,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,GYMNASTICS,GYMNASTICS MEN'S INDIVIDUAL ALL-AROUND,NONE
55261,THOMAS BALLA DICK,M,27,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,GYMNASTICS,GYMNASTICS MEN'S INDIVIDUAL ALL-AROUND,NONE
57204,SIDNEY DOMVILLE,M,25,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,GYMNASTICS,GYMNASTICS MEN'S INDIVIDUAL ALL-AROUND,NONE
60707,E. DYSON,M,25,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,GYMNASTICS,GYMNASTICS MEN'S INDIVIDUAL ALL-AROUND,NONE
67873,WILLIAM FERGUS,M,21,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,GYMNASTICS,GYMNASTICS MEN'S INDIVIDUAL ALL-AROUND,NONE
12918,P. A. BAKER,M,25,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,GYMNASTICS,GYMNASTICS MEN'S TEAM ALL-AROUND,NONE
15029,W. F. BARRETT,M,25,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,GYMNASTICS,GYMNASTICS MEN'S TEAM ALL-AROUND,NONE
25360,ROBERT BONNEY,M,25,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,GYMNASTICS,GYMNASTICS MEN'S TEAM ALL-AROUND,NONE
37048,J. H. CATLEY,M,25,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,GYMNASTICS,GYMNASTICS MEN'S TEAM ALL-AROUND,NONE
42552,M. CLAY,M,25,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,GYMNASTICS,GYMNASTICS MEN'S TEAM ALL-AROUND,NONE
42791,E. CLOUGH,M,25,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,GYMNASTICS,GYMNASTICS MEN'S TEAM ALL-AROUND,NONE
45321,JAMES COTTERELL,M,25,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,GYMNASTICS,GYMNASTICS MEN'S TEAM ALL-AROUND,NONE
45679,WILLIAM COWHIG,M,21,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,GYMNASTICS,GYMNASTICS MEN'S TEAM ALL-AROUND,NONE
47076,G. C. CULLEN,M,25,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,GYMNASTICS,GYMNASTICS MEN'S TEAM ALL-AROUND,NONE
53708,FRANK DENBY,M,25,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,GYMNASTICS,GYMNASTICS MEN'S TEAM ALL-AROUND,NONE
58873,HERBERT JAMES CHRISTIAN DRURY,M,25,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,GYMNASTICS,GYMNASTICS MEN'S TEAM ALL-AROUND,NONE
69912,W. FITT,M,25,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,GYMNASTICS,GYMNASTICS MEN'S TEAM ALL-AROUND,NONE
5126,"EDWARD PERCIVAL ""PERCY"" ALLMAN-SMITH",M,21,IRELAND-2,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,HOCKEY,HOCKEY MEN'S HOCKEY,SILVER
12721,LOUIS CHARLES BAILLON,M,26,ENGLAND-1,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,HOCKEY,HOCKEY MEN'S HOCKEY,GOLD
30088,HENRY JOSEPH BROWN,M,25,IRELAND-2,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,HOCKEY,HOCKEY MEN'S HOCKEY,SILVER
32572,ALEXANDER BAIRD BURT,M,24,SCOTLAND-3,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,HOCKEY,HOCKEY MEN'S HOCKEY,BRONZE
32577,JOHN BURT,M,31,SCOTLAND-3,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,HOCKEY,HOCKEY MEN'S HOCKEY,BRONZE
34443,WALTER ISLAY HAMILTON VERSCHOYLE-CAMPBELL,M,21,IRELAND-2,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,HOCKEY,HOCKEY MEN'S HOCKEY,SILVER
44013,FRANK ARTHUR CONNAH,M,25,WALES-4,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,HOCKEY,HOCKEY MEN'S HOCKEY,BRONZE
53887,"ALEXANDER GUTHRIE ""ALASTAIR"" DENNISTON",M,26,SCOTLAND-3,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,HOCKEY,HOCKEY MEN'S HOCKEY,BRONZE
65375,LLEWELLYN BLACKWELL EVANS,M,32,WALES-4,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,HOCKEY,HOCKEY MEN'S HOCKEY,BRONZE
21488,EDWIN ANTHONY BIEDERMANN (-BEST),M,30,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,JEU DE PAUME,JEU DE PAUME MEN'S SINGLES,NONE
37344,WILLIAM MARSHALL CAZALET,M,42,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,JEU DE PAUME,JEU DE PAUME MEN'S SINGLES,NONE
4498,GUSTAV BERNHARD FRANCK ALEXANDER,M,26,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,LACROSSE,LACROSSE MEN'S LACROSSE,SILVER
31303,GEORGE FREDERICK BUCKLAND,M,25,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,LACROSSE,LACROSSE MEN'S LACROSSE,SILVER
60371,ERIC OGDEN DUTTON,M,25,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,LACROSSE,LACROSSE MEN'S LACROSSE,SILVER
10649,GEORGE H. ATKINSON,M,25,WOLSELEY-SIDDELEY-1,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,MOTORBOATING,MOTORBOATING MIXED A-CLASS (OPEN),NONE
42820,WINCHESTER ST. GEORGE CLOWES,M,31,WOLSELEY-SIDDELEY-1,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,MOTORBOATING,MOTORBOATING MIXED A-CLASS (OPEN),NONE
67771,ALFRED GEORGE FENTIMAN,M,40,DYLAN-2,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,MOTORBOATING,MOTORBOATING MIXED A-CLASS (OPEN),NONE
69014,JOHN CHARLES FIELD-RICHARDS,M,29,GYRINUS-1,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,MOTORBOATING,MOTORBOATING MIXED B-CLASS (UNDER 60 FEET),GOLD
69015,JOHN CHARLES FIELD-RICHARDS,M,29,GYRINUS-1,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,MOTORBOATING,MOTORBOATING MIXED C-CLASS,GOLD
31324,WALTER SELBY BUCKMASTER,M,35,HURLINGHAM-2,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,POLO,POLO MEN'S POLO,SILVER
10461,JOHN JACOB ASTOR,M,21,GREAT BRITAIN-1,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,RACQUETS,RACQUETS MEN'S DOUBLES,GOLD
30251,CECIL LE CRONIER BROWNING,M,25,GREAT BRITAIN-2,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,RACQUETS,RACQUETS MEN'S DOUBLES,SILVER
32641,EDMOND WILLIAM BURY,M,23,GREAT BRITAIN-2,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,RACQUETS,RACQUETS MEN'S DOUBLES,SILVER
10460,JOHN JACOB ASTOR,M,21,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,RACQUETS,RACQUETS MEN'S SINGLES,BRONZE
29911,HENRY BROUGHAM,M,19,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,RACQUETS,RACQUETS MEN'S SINGLES,BRONZE
30250,CECIL LE CRONIER BROWNING,M,25,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,RACQUETS,RACQUETS MEN'S SINGLES,NONE
27705,RICHARD FREDERICK ROBERT POCHIN BOYLE,M,19,CAMBRIDGE UNIVERSITY BOAT CLUB-2,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,ROWING,ROWING MEN'S COXED EIGHTS,BRONZE
31325,HENRY CRESSWELL BUCKNALL,M,22,LEANDER CLUB-1,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,ROWING,ROWING MEN'S COXED EIGHTS,GOLD
